Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src/Web/Web.csproj,File,src/Web/Web.csproj,,,AutoMapper.Extensions.Microsoft.DependencyInjection 12.0.1,,,,,"AutoMapper.Extensions.Microsoft.DependencyInjection, 12.0.1  Recommendation:  The functionality of this package is now included directly in AutoMapper. Remove AutoMapper.Extensions.Microsoft.DependencyInjection, and replace with new package AutoMapper.Extensions.Microsoft.DependencyInjection, 12.0.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,src/Web/Web.csproj,File,src/Web/Web.csproj,,,Azure.Identity 1.10.4,,,,,"Azure.Identity, 1.10.4  Recommendation:  Azure.Identity, 1.21.0"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src/Web/Web.csproj,File,src/Web/Web.csproj,,,Azure.Identity 1.10.4,,,,,"Azure.Identity, 1.10.4  Recommendation:  This version has a vulnerability rated as MODERATE severity, which represents an additional attack surface in enterprise authentication systems and could potentially be chained with other vulnerabilities to create more significant security risks. Remove Azure.Identity, and replace with new package Azure.Identity, 1.21.0"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src/Web/Web.csproj,File,src/Web/Web.csproj,,,System.IdentityModel.Tokens.Jwt 7.3.1,,,,,"System.IdentityModel.Tokens.Jwt, 7.3.1  Recommendation:  Move to latest https://aka.ms/IdentityModel/LTS Remove System.IdentityModel.Tokens.Jwt, and replace with new package System.IdentityModel.Tokens.Jwt, 8.19.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Web.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/HealthChecks/HomePageHealthCheck.cs,26,8,T:System.Net.Http.HttpContent,,,,,var pageContents = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/HealthChecks/ApiHealthCheck.cs,25,8,T:System.Net.Http.HttpContent,,,,,var pageContents = await response.Content.ReadAsStringAsync();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Configuration/ConfigureWebServices.cs,15,8,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<CatalogSettings>(configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Configuration/ConfigureWebServices.cs,10,8,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,services.AddMediatR(cfg =>              cfg.RegisterServicesFromAssembly(typeof(BasketViewModelService).Assembly));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Configuration/ConfigureCoreServices.cs,21,8,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var catalogSettings = configuration.Get<CatalogSettings>() ?? new CatalogSettings();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Configuration/ConfigureCookieSettings.cs,25,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,options.ExpireTimeSpan = TimeSpan.FromMinutes(ValidityMinutesPeriod);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,179,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Error"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,173,4,T:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions,,,,,app.UseMigrationsEndPoint();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,173,4,M:Microsoft.AspNetCore.Builder.MigrationsEndPointExtensions.UseMigrationsEndPoint(Microsoft.AspNetCore.Builder.IApplicationBuilder),,,,,app.UseMigrationsEndPoint();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Program.cs,140,0,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue(Microsoft.Extensions.Configuration.IConfiguration,System.Type,System.String)",,,,,"var catalogBaseUrl = builder.Configuration.GetValue(typeof(string), ""CatalogBaseUrl"") as string;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,113,0,T:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions,,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,113,0,M:Microsoft.Extensions.DependencyInjection.DatabaseDeveloperPageExceptionFilterServiceExtensions.AddDatabaseDeveloperPageExceptionFilter(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,builder.Services.AddDatabaseDeveloperPageExceptionFilter();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,101,0,T:System.Uri,,,,,builder.Services.AddScoped<HttpClient>(s => new HttpClient {     BaseAddress = new Uri(baseUrlConfig!.WebBase) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,101,0,M:System.Uri.#ctor(System.String),,,,,builder.Services.AddScoped<HttpClient>(s => new HttpClient {     BaseAddress = new Uri(baseUrlConfig!.WebBase) });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,101,0,T:System.Uri,,,,,builder.Services.AddScoped<HttpClient>(s => new HttpClient {     BaseAddress = new Uri(baseUrlConfig!.WebBase) });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Program.cs,98,0,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var baseUrlConfig = configSection.Get<BaseUrlConfiguration>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src/Web/Web.csproj,File,src/Web/Program.cs,97,0,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,builder.Services.Configure<BaseUrlConfiguration>(configSection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,54,0,T:Microsoft.AspNetCore.Identity.IdentityBuilderUIExtensions,,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()            .AddDefaultUI()            .AddEntityFrameworkStores<AppIdentityDbContext>()                            .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,54,0,M:Microsoft.AspNetCore.Identity.IdentityBuilderUIExtensions.AddDefaultUI(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()            .AddDefaultUI()            .AddEntityFrameworkStores<AppIdentityDbContext>()                            .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,54,0,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()            .AddDefaultUI()            .AddEntityFrameworkStores<AppIdentityDbContext>()                            .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,54,0,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"builder.Services.AddIdentity<ApplicationUser, IdentityRole>()            .AddDefaultUI()            .AddEntityFrameworkStores<AppIdentityDbContext>()                            .AddDefaultTokenProviders();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,31,4,T:System.Uri,,,,,"builder.Configuration.AddAzureKeyVault(new Uri(builder.Configuration[""AZURE_KEY_VAULT_ENDPOINT""] ?? """"), credential);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,31,4,M:System.Uri.#ctor(System.String),,,,,"builder.Configuration.AddAzureKeyVault(new Uri(builder.Configuration[""AZURE_KEY_VAULT_ENDPOINT""] ?? """"), credential);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,31,4,T:Microsoft.Extensions.Configuration.AzureKeyVaultConfigurationExtensions,,,,,"builder.Configuration.AddAzureKeyVault(new Uri(builder.Configuration[""AZURE_KEY_VAULT_ENDPOINT""] ?? """"), credential);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src/Web/Web.csproj,File,src/Web/Program.cs,22,0,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,builder.Logging.AddConsole();
